,reviewTimeInHours,asin,average_overall,median_overall
3334,2012-12-21-00,B00004Y2UT,5.0,5.0
3335,2012-12-21-00,B0000AQRSR,4.0,4.0
3336,2012-12-21-00,B0002D0Q2W,3.0,3.0
3337,2012-12-21-00,B0002DVBJY,5.0,5.0
3338,2012-12-21-00,B0002E382Q,5.0,5.0
3339,2012-12-21-00,B0002GXF8Q,5.0,5.0
3340,2012-12-21-00,B0002GXPRM,3.0,3.0
3341,2012-12-21-00,B0002IAJ56,5.0,5.0
3342,2012-12-21-00,B000B6DHAS,4.0,4.0
3343,2012-12-21-00,B000KIPD5E,4.0,4.0
3344,2012-12-21-00,B000NJ2TIE,3.0,3.0
3345,2012-12-21-00,B000OY707S,3.0,3.0
3346,2012-12-21-00,B000PO30QM,5.0,5.0
3347,2012-12-21-00,B000RMQM4E,4.0,4.0
3348,2012-12-21-00,B0010CAEFS,3.0,3.0
3349,2012-12-21-00,B0016ML1C2,5.0,5.0
3350,2012-12-21-00,B0018TAITA,5.0,5.0
3351,2012-12-21-00,B001E3SFKO,5.0,5.0
3352,2012-12-21-00,B001IM5KFY,5.0,5.0
3353,2012-12-21-00,B001PGXKC8,4.0,4.0
3354,2012-12-21-00,B001RNOHHG,3.0,3.0
3355,2012-12-21-00,B0027V760M,5.0,5.0
3356,2012-12-21-00,B003GEBGA0,5.0,5.0
3357,2012-12-21-00,B003VWKPHC,5.0,5.0
3358,2012-12-21-00,B003VYBD58,5.0,5.0
3359,2012-12-21-00,B003Y3ASW0,5.0,5.0
3360,2012-12-21-00,B004UNL1P6,5.0,5.0
3361,2012-12-21-00,B005CX4GLE,5.0,5.0
3362,2012-12-21-00,B005EHILV4,5.0,5.0
3363,2012-12-22-00,B0002GXRF2,5.0,5.0
3364,2012-12-22-00,B0002GYYDQ,5.0,5.0
3365,2012-12-22-00,B000UJCTVE,4.0,4.0
3366,2012-12-22-00,B0064RDPVE,5.0,5.0
3367,2012-12-23-00,B0002CZSJY,5.0,5.0
3368,2012-12-23-00,B0002GLCRC,5.0,5.0
3369,2012-12-23-00,B000RKVH0K,5.0,5.0
3370,2012-12-23-00,B003B0I09Y,5.0,5.0
3371,2012-12-23-00,B005FKF1PY,5.0,5.0
3372,2012-12-23-00,B008GS9UNQ,4.0,4.0
3373,2012-12-24-00,B0002E2KPC,5.0,5.0
3374,2012-12-24-00,B0006IQNCK,5.0,5.0
3375,2012-12-24-00,B000BUDO48,4.0,4.0
3376,2012-12-24-00,B000HVXMNE,4.0,4.0
3377,2012-12-24-00,B000OMG0KI,5.0,5.0
3378,2012-12-24-00,B000T4PJC6,5.0,5.0
3379,2012-12-24-00,B000ULAP4U,5.0,5.0
3380,2012-12-24-00,B000VUNEZM,3.0,3.0
3381,2012-12-24-00,B00191WVF6,5.0,5.0
3382,2012-12-24-00,B00267OCTA,5.0,5.0
3383,2012-12-24-00,B002AQNGIU,5.0,5.0
3384,2012-12-24-00,B0037M62KA,5.0,5.0
3385,2012-12-24-00,B004Z17008,5.0,5.0
3386,2012-12-24-00,B005A09I7Q,5.0,5.0
3387,2012-12-24-00,B005FKF1PY,2.0,2.0
3388,2012-12-24-00,B005FKF3L6,5.0,5.0
3389,2012-12-24-00,B005NACC6M,5.0,5.0
3390,2012-12-25-00,B0000AQRSU,5.0,5.0
3391,2012-12-25-00,B0002E3FCO,5.0,5.0
3392,2012-12-25-00,B000VTPR08,5.0,5.0
3393,2012-12-25-00,B0037M62M8,4.0,4.0
3394,2012-12-26-00,B00009W40G,3.0,3.0
3395,2012-12-26-00,B0002D0CNA,5.0,5.0
3396,2012-12-26-00,B0002GIRP2,5.0,5.0
3397,2012-12-26-00,B0002GXPRM,2.0,2.0
3398,2012-12-26-00,B0006ZXFZQ,5.0,5.0
3399,2012-12-26-00,B0007SL86A,5.0,5.0
3400,2012-12-26-00,B000BUDO48,5.0,5.0
3401,2012-12-26-00,B000BW2D84,5.0,5.0
3402,2012-12-26-00,B000J5Y214,4.0,4.0
3403,2012-12-26-00,B000OMG0KI,5.0,5.0
3404,2012-12-26-00,B000RKVH0K,5.0,5.0
3405,2012-12-26-00,B000Y7Q2C4,4.0,4.0
3406,2012-12-26-00,B00135HFK4,5.0,5.0
3407,2012-12-26-00,B0018TG8HQ,5.0,5.0
3408,2012-12-26-00,B001FB5Z8K,5.0,5.0
3409,2012-12-26-00,B001GGYF4E,5.0,5.0
3410,2012-12-26-00,B001RMFSDE,5.0,5.0
3411,2012-12-26-00,B001SC4I16,5.0,5.0
3412,2012-12-26-00,B002433RXI,5.0,5.0
3413,2012-12-26-00,B002Z9JWZ8,5.0,5.0
3414,2012-12-26-00,B003AYPT8G,5.0,5.0
3415,2012-12-26-00,B0042EZH6W,5.0,5.0
3416,2012-12-26-00,B007BY2F7O,5.0,5.0
3417,2012-12-27-00,B00009W40G,4.0,4.0
3418,2012-12-27-00,B0002F741Q,4.0,4.0
3419,2012-12-27-00,B0002GLCRC,5.0,5.0
3420,2012-12-27-00,B0002GMGYA,3.0,3.0
3421,2012-12-27-00,B0006NDF8A,4.0,4.0
3422,2012-12-27-00,B000KIPT30,2.0,2.0
3423,2012-12-27-00,B000TGSM6E,4.0,4.0
3424,2012-12-27-00,B0010SHU18,5.0,5.0
3425,2012-12-27-00,B0018TG8HQ,5.0,5.0
3426,2012-12-27-00,B003AYNHGW,5.0,5.0
3427,2012-12-27-00,B003JJQMD8,5.0,5.0
3428,2012-12-27-00,B003VWKPHC,5.0,5.0
3429,2012-12-27-00,B004Z17008,5.0,5.0
3430,2012-12-28-00,B0002CZSJO,5.0,5.0
3431,2012-12-28-00,B0002CZVW8,5.0,5.0
3432,2012-12-28-00,B0002D02RQ,5.0,5.0
3433,2012-12-28-00,B0002DV7ZM,4.0,4.0
3434,2012-12-28-00,B0002E1O2C,5.0,5.0
3435,2012-12-28-00,B0002E2XCW,5.0,5.0
3436,2012-12-28-00,B0002F7IN0,3.0,3.0
3437,2012-12-28-00,B0002GZBNS,3.0,3.0
3438,2012-12-28-00,B0002H0A3S,5.0,5.0
3439,2012-12-28-00,B00095VIMU,5.0,5.0
3440,2012-12-28-00,B0009G1KEU,4.0,4.0
3441,2012-12-28-00,B000ARH3M6,5.0,5.0
3442,2012-12-28-00,B000B6FBA2,4.0,4.0
3443,2012-12-28-00,B000EEGAJW,5.0,5.0
3444,2012-12-28-00,B000PAPO9W,5.0,5.0
3445,2012-12-28-00,B000VJJQUU,5.0,5.0
3446,2012-12-28-00,B000WN4J9S,5.0,5.0
3447,2012-12-28-00,B000XPPURU,3.0,3.0
3448,2012-12-28-00,B000XPRSTI,5.0,5.0
3449,2012-12-28-00,B0015RIN6U,5.0,5.0
3450,2012-12-28-00,B001PGXKC8,5.0,5.0
3451,2012-12-28-00,B001RNOHHG,4.0,4.0
3452,2012-12-28-00,B0025V1REU,1.0,1.0
3453,2012-12-28-00,B002EWV8IU,5.0,5.0
3454,2012-12-28-00,B002EWV8NA,5.0,5.0
3455,2012-12-28-00,B002UXS4JO,4.0,4.0
3456,2012-12-28-00,B0037M62KA,4.5,4.5
3457,2012-12-28-00,B0037M62M8,3.0,3.0
3458,2012-12-28-00,B003OG9NH8,5.0,5.0
3459,2012-12-28-00,B0040ZBI52,5.0,5.0
3460,2012-12-28-00,B004J27QXY,4.0,4.0
3461,2012-12-28-00,B005FKF1PY,5.0,5.0
3462,2012-12-28-00,B009E3EWPI,5.0,5.0
3463,2012-12-29-00,B0002H0LQO,5.0,5.0
3464,2012-12-29-00,B000LFCXL8,4.0,4.0
3465,2012-12-29-00,B000XUUXB8,5.0,5.0
3466,2012-12-29-00,B001PGXHX0,5.0,5.0
3467,2012-12-29-00,B004N6RBWW,4.0,4.0
3468,2012-12-29-00,B004Z17008,5.0,5.0
3469,2012-12-30-00,B000068NZG,4.0,4.0
3470,2012-12-30-00,B0002GXPRM,5.0,5.0
3471,2012-12-30-00,B000M23OQ8,5.0,5.0
3472,2012-12-30-00,B000XXBHA6,5.0,5.0
3473,2012-12-30-00,B0026RB0G8,5.0,5.0
3474,2012-12-30-00,B002X8Y4SQ,5.0,5.0
3475,2012-12-30-00,B003JJQMD8,4.0,4.0
3476,2012-12-30-00,B004N0MKN8,4.0,4.0
3477,2012-12-31-00,B00005ML71,5.0,5.0
3478,2012-12-31-00,B0002CZSJY,5.0,5.0
3479,2012-12-31-00,B0002CZVBE,5.0,5.0
3480,2012-12-31-00,B0002E1O2C,5.0,5.0
3481,2012-12-31-00,B0002PBS68,4.0,4.0
3482,2012-12-31-00,B000BNSYHW,5.0,5.0
3483,2012-12-31-00,B000J5XS3C,5.0,5.0
3484,2012-12-31-00,B000OMG0KI,5.0,5.0
3485,2012-12-31-00,B004N0MKN8,3.0,3.0
3486,2012-12-31-00,B004U1QDL0,5.0,5.0
3487,2012-12-31-00,B007Q27BH0,5.0,5.0
3488,2012-12-31-00,B00A716FB0,5.0,5.0
3489,2013-01-01-00,B001DW6RJC,4.0,4.0
3490,2013-01-01-00,B0049Z4UQ2,5.0,5.0
3491,2013-01-01-00,B005M0TKL8,5.0,5.0
3492,2013-01-02-00,B0002E1O2C,5.0,5.0
3493,2013-01-02-00,B0002OOMU8,5.0,5.0
3494,2013-01-02-00,B0006ZXFWO,5.0,5.0
3495,2013-01-02-00,B000CZ0RLU,5.0,5.0
3496,2013-01-02-00,B001MMYVZU,5.0,5.0
3497,2013-01-02-00,B001MSS6CS,5.0,5.0
3498,2013-01-02-00,B0026RB0G8,3.0,3.0
3499,2013-01-02-00,B002GYWBKU,5.0,5.0
3500,2013-01-02-00,B004N6RBWW,5.0,5.0
3501,2013-01-03-00,B0002D0CLC,5.0,5.0
3502,2013-01-03-00,B0002DV6RQ,4.0,4.0
3503,2013-01-03-00,B0002E1O2C,5.0,5.0
3504,2013-01-03-00,B0002E1O2M,5.0,5.0
3505,2013-01-03-00,B0002E3B78,1.0,1.0
3506,2013-01-03-00,B0002GXF8Q,5.0,5.0
3507,2013-01-03-00,B0002GXPRM,4.0,4.0
3508,2013-01-03-00,B0002KZAKS,5.0,5.0
3509,2013-01-03-00,B0002PBS5Y,5.0,5.0
3510,2013-01-03-00,B0002PBS6S,4.0,4.0
3511,2013-01-03-00,B00074B67A,5.0,5.0
3512,2013-01-03-00,B001E3SFKO,5.0,5.0
3513,2013-01-03-00,B001L8IKLG,4.0,4.0
3514,2013-01-03-00,B001L8PIFW,3.0,3.0
3515,2013-01-03-00,B002G1UT5C,5.0,5.0
3516,2013-01-03-00,B002NG7DEK,5.0,5.0
3517,2013-01-03-00,B003VWJ2K8,5.0,5.0
3518,2013-01-03-00,B004ISLGKS,4.0,4.0
3519,2013-01-04-00,B000068O3D,5.0,5.0
3520,2013-01-04-00,B0002D0B4K,5.0,5.0
3521,2013-01-04-00,B0002E1H9W,4.0,4.0
3522,2013-01-04-00,B0002F7IIK,5.0,5.0
3523,2013-01-04-00,B0002H0N76,4.0,4.0
3524,2013-01-04-00,B0002M6B2M,5.0,5.0
3525,2013-01-04-00,B0002Z2D0I,5.0,5.0
3526,2013-01-04-00,B0006ZXFWO,3.0,3.0
3527,2013-01-04-00,B000BBRZ3S,2.0,2.0
3528,2013-01-04-00,B000J5XS3C,5.0,5.0
3529,2013-01-04-00,B000TGSM6E,4.0,4.0
3530,2013-01-04-00,B0010CZ8GS,4.0,4.0
3531,2013-01-04-00,B0016ML1C2,5.0,5.0
3532,2013-01-04-00,B0018TAITA,4.0,4.0
3533,2013-01-04-00,B001L8MDMS,3.0,3.0
3534,2013-01-04-00,B0026RB0G8,3.0,3.0
3535,2013-01-04-00,B003SZDFM4,5.0,5.0
3536,2013-01-04-00,B0064RFT4A,5.0,5.0
3537,2013-01-05-00,B0002D0DWK,5.0,5.0
3538,2013-01-05-00,B0002D0JZ6,5.0,5.0
3539,2013-01-05-00,B0002E1O2C,4.0,4.0
3540,2013-01-05-00,B0002E2GMY,4.0,4.0
3541,2013-01-05-00,B0002E3B78,4.0,4.0
3542,2013-01-05-00,B0002KZISM,5.0,5.0
3543,2013-01-05-00,B0002M6CVC,5.0,5.0
3544,2013-01-05-00,B0002PBS6I,5.0,5.0
3545,2013-01-05-00,B000B6FBA2,4.0,4.0
3546,2013-01-05-00,B000BNSYHW,5.0,5.0
3547,2013-01-05-00,B000PAPO9W,5.0,5.0
3548,2013-01-05-00,B000PO30QM,4.0,4.0
3549,2013-01-05-00,B000WN4J9S,5.0,5.0
3550,2013-01-05-00,B003AYNHGW,5.0,5.0
3551,2013-01-05-00,B003JJQMD8,5.0,5.0
3552,2013-01-05-00,B003VWJ2K8,5.0,5.0
3553,2013-01-05-00,B0046A04LU,5.0,5.0
3554,2013-01-05-00,B004UJO41S,5.0,5.0
3555,2013-01-06-00,B0002E1H9W,3.0,3.0
3556,2013-01-06-00,B0002GJ6FC,1.0,1.0
3557,2013-01-06-00,B0002GLDQM,5.0,5.0
3558,2013-01-06-00,B0002KZAKS,5.0,5.0
3559,2013-01-06-00,B000KW2YEI,5.0,5.0
3560,2013-01-06-00,B005FKF1PY,5.0,5.0
3561,2013-01-06-00,B009S814U0,5.0,5.0
3562,2013-01-07-00,B0002CZW0Y,4.0,4.0
3563,2013-01-07-00,B0002F58TG,5.0,5.0
3564,2013-01-07-00,B0002F7IIK,5.0,5.0
3565,2013-01-07-00,B0002GXV2Q,5.0,5.0
3566,2013-01-07-00,B000978D58,4.0,4.0
3567,2013-01-07-00,B000K6B4E0,5.0,5.0
3568,2013-01-07-00,B000RNB720,5.0,5.0
3569,2013-01-07-00,B002T45X1G,5.0,5.0
3570,2013-01-07-00,B003B01QL8,5.0,5.0
3571,2013-01-07-00,B005OZE9SA,4.0,4.0
3572,2013-01-07-00,B0079KQEOK,4.0,4.0
3573,2013-01-07-00,B007IE5QP0,5.0,5.0
3574,2013-01-08-00,B000068NW5,5.0,5.0
3575,2013-01-08-00,B0002GLCRC,5.0,5.0
3576,2013-01-08-00,B0002GLDQM,1.0,1.0
3577,2013-01-08-00,B0009EU01G,5.0,5.0
3578,2013-01-08-00,B000BUGNNM,5.0,5.0
3579,2013-01-08-00,B000Q87DAQ,4.0,4.0
3580,2013-01-08-00,B001L8PIFW,5.0,5.0
3581,2013-01-08-00,B003JJQMD8,5.0,5.0
3582,2013-01-08-00,B003QTM9O2,5.0,5.0
3583,2013-01-09-00,B0002D02RQ,5.0,5.0
3584,2013-01-09-00,B0002D0CEO,5.0,5.0
3585,2013-01-09-00,B0002D0CL2,5.0,5.0
3586,2013-01-09-00,B0002D0E8S,5.0,5.0
3587,2013-01-09-00,B0002E1H9W,5.0,5.0
3588,2013-01-09-00,B0002F75K6,5.0,5.0
3589,2013-01-09-00,B0006NDF8A,5.0,5.0
3590,2013-01-09-00,B000NGVQKO,4.0,4.0
3591,2013-01-09-00,B001I1PWTY,4.0,4.0
3592,2013-01-09-00,B0037M62KA,3.0,3.0
3593,2013-01-09-00,B003U3LUOY,5.0,5.0
3594,2013-01-09-00,B003VWKPHC,5.0,5.0
3595,2013-01-09-00,B0040ZBI52,4.0,4.0
3596,2013-01-09-00,B004FPEF84,3.5,3.5
3597,2013-01-09-00,B004UNL1P6,4.0,4.0
3598,2013-01-09-00,B007T8OGLK,3.0,3.0
3599,2013-01-10-00,B0002E1O5E,4.0,4.0
3600,2013-01-10-00,B0002M6CVC,5.0,5.0
3601,2013-01-10-00,B000RNB720,5.0,5.0
3602,2013-01-10-00,B00178LDW8,4.0,4.0
3603,2013-01-10-00,B002R2IUEW,4.0,4.0
3604,2013-01-10-00,B004PFWZHM,5.0,5.0
3605,2013-01-10-00,B005FIFM14,5.0,5.0
3606,2013-01-11-00,B0002CZVXM,5.0,5.0
3607,2013-01-11-00,B0002D0E8S,5.0,5.0
3608,2013-01-11-00,B0002GMGYA,5.0,5.0
3609,2013-01-11-00,B0002KZEAE,5.0,5.0
3610,2013-01-11-00,B0009G1E0K,4.0,4.0
3611,2013-01-11-00,B000BUGNNM,5.0,5.0
3612,2013-01-11-00,B000OY4WDI,1.0,1.0
3613,2013-01-11-00,B000P5OUCE,5.0,5.0
3614,2013-01-11-00,B000X31R2E,5.0,5.0
3615,2013-01-11-00,B001FSZR4U,3.0,3.0
3616,2013-01-11-00,B001W99HE8,5.0,5.0
3617,2013-01-11-00,B003VWKPHC,5.0,5.0
3618,2013-01-11-00,B004OK1G64,5.0,5.0
3619,2013-01-12-00,B000165DSM,5.0,5.0
3620,2013-01-12-00,B0002CZVXM,5.0,5.0
3621,2013-01-12-00,B0002D0E8S,5.0,5.0
3622,2013-01-12-00,B0002F519I,4.0,4.0
3623,2013-01-12-00,B0002GXF8Q,4.0,4.0
3624,2013-01-12-00,B0002HLL8G,4.0,4.0
3625,2013-01-12-00,B0002KZAKS,5.0,5.0
3626,2013-01-12-00,B0002M6CVC,5.0,5.0
3627,2013-01-12-00,B0002ZPK5I,5.0,5.0
3628,2013-01-12-00,B0009G1E0K,5.0,5.0
3629,2013-01-12-00,B000J5XS3C,5.0,5.0
3630,2013-01-12-00,B000NJ2TIE,5.0,5.0
3631,2013-01-12-00,B000UJCTVE,5.0,5.0
3632,2013-01-12-00,B0018TIADQ,5.0,5.0
3633,2013-01-12-00,B001JI2KHS,5.0,5.0
3634,2013-01-12-00,B001PGXHX0,5.0,5.0
3635,2013-01-12-00,B002MWKOAA,5.0,5.0
3636,2013-01-12-00,B003VWJ2K8,5.0,5.0
3637,2013-01-12-00,B0044R1M0M,4.0,4.0
3638,2013-01-12-00,B004XNK7AI,5.0,5.0
3639,2013-01-13-00,B000068O1N,5.0,5.0
3640,2013-01-13-00,B0001FTVD6,5.0,5.0
3641,2013-01-13-00,B0002BACB4,5.0,5.0
3642,2013-01-13-00,B0002CZVB4,5.0,5.0
3643,2013-01-13-00,B0002D0CNA,5.0,5.0
3644,2013-01-13-00,B0002E1G5C,4.0,4.0
3645,2013-01-13-00,B0002E2G2O,5.0,5.0
3646,2013-01-13-00,B0002E2XCW,5.0,5.0
3647,2013-01-13-00,B0002GXV2Q,5.0,5.0
3648,2013-01-13-00,B0002KZDN2,5.0,5.0
3649,2013-01-13-00,B000B6FBA2,5.0,5.0
3650,2013-01-13-00,B000LQLDM2,5.0,5.0
3651,2013-01-13-00,B000RXPN02,4.0,4.0
3652,2013-01-13-00,B000WN4J9S,5.0,5.0
3653,2013-01-13-00,B001D2TPZU,5.0,5.0
3654,2013-01-13-00,B001KD2CPC,4.0,4.0
3655,2013-01-13-00,B0037GXRHM,5.0,5.0
3656,2013-01-13-00,B003AAEGZ2,5.0,5.0
3657,2013-01-13-00,B003B01QR2,4.0,4.0
3658,2013-01-13-00,B003OG9NH8,4.0,4.0
3659,2013-01-13-00,B003OUX8ZM,3.0,3.0
3660,2013-01-13-00,B004ZKIHVU,3.0,3.0
3661,2013-01-13-00,B008TNAG4A,1.0,1.0
3662,2013-01-14-00,B0002CZVXM,5.0,5.0
3663,2013-01-14-00,B0002D0CEO,5.0,5.0
3664,2013-01-14-00,B0002D0CL2,5.0,5.0
3665,2013-01-14-00,B0002DV7U2,4.0,4.0
3666,2013-01-14-00,B0002DV7ZM,4.0,4.0
3667,2013-01-14-00,B0002E1J3Q,5.0,5.0
3668,2013-01-14-00,B0002F52EW,5.0,5.0
3669,2013-01-14-00,B0002FOBJY,5.0,5.0
3670,2013-01-14-00,B0002GLDQM,5.0,5.0
3671,2013-01-14-00,B0002IHFVM,5.0,5.0
3672,2013-01-14-00,B0002M6CW6,4.0,4.0
3673,2013-01-14-00,B0009G1E0K,5.0,5.0
3674,2013-01-14-00,B000EEJ8IM,5.0,5.0
3675,2013-01-14-00,B001LJUVO4,2.0,2.0
3676,2013-01-14-00,B002024UDE,4.0,4.0
3677,2013-01-14-00,B003AJMPW4,5.0,5.0
3678,2013-01-14-00,B003AYPT8G,5.0,5.0
3679,2013-01-14-00,B003VWKPHC,5.0,5.0
3680,2013-01-14-00,B004MF39YS,3.0,3.0
3681,2013-01-14-00,B004N0MKN8,5.0,5.0
3682,2013-01-14-00,B00646MZHK,5.0,5.0
3683,2013-01-14-00,B007BY2F7O,3.0,3.0
3684,2013-01-15-00,B0002CZVXM,5.0,5.0
3685,2013-01-15-00,B0002D0CEO,5.0,5.0
3686,2013-01-15-00,B0002D0E8S,5.0,5.0
3687,2013-01-15-00,B0002E1G5C,5.0,5.0
3688,2013-01-15-00,B0002E2KPC,3.0,3.0
3689,2013-01-15-00,B0002GTZR6,5.0,5.0
3690,2013-01-15-00,B0002OP7VQ,4.0,4.0
3691,2013-01-15-00,B0002PBS68,5.0,5.0
3692,2013-01-15-00,B0002T67J2,5.0,5.0
3693,2013-01-15-00,B0018TAITA,5.0,5.0
3694,2013-01-15-00,B004U1QDL0,4.0,4.0
3695,2013-01-15-00,B005CX4GLE,5.0,5.0
3696,2013-01-15-00,B0073XCXHA,5.0,5.0
3697,2013-01-16-00,B0002CZUTM,4.0,4.0
3698,2013-01-16-00,B0002E2GMY,3.0,3.0
3699,2013-01-16-00,B0002GWFEQ,5.0,5.0
3700,2013-01-16-00,B0002GYW4C,5.0,5.0
3701,2013-01-16-00,B0002KYXTM,4.0,4.0
3702,2013-01-16-00,B000EEHDIE,5.0,5.0
3703,2013-01-16-00,B000EEN9OG,4.0,4.0
3704,2013-01-16-00,B000L6GD04,5.0,5.0
3705,2013-01-16-00,B000LQLDM2,5.0,5.0
3706,2013-01-16-00,B000WN4J9S,5.0,5.0
3707,2013-01-16-00,B001MMYVZU,5.0,5.0
3708,2013-01-16-00,B003AAEGZ2,3.5,3.5
3709,2013-01-16-00,B003AYK8XW,5.0,5.0
3710,2013-01-16-00,B005CX4GLE,3.0,3.0
3711,2013-01-16-00,B0064RIB9A,5.0,5.0
3712,2013-01-16-00,B009ZX8ZJG,4.0,4.0
3713,2013-01-17-00,B0002Z2D08,3.0,3.0
3714,2013-01-17-00,B001GH4H3W,5.0,5.0
3715,2013-01-17-00,B00267OCTA,5.0,5.0
3716,2013-01-17-00,B002EWV8IU,3.0,3.0
3717,2013-01-17-00,B002NG7DEK,4.5,4.5
3718,2013-01-17-00,B003VWKPHC,5.0,5.0
3719,2013-01-17-00,B004XNK7AI,4.0,4.0
3720,2013-01-17-00,B005PGGU9O,4.0,4.0
3721,2013-01-18-00,B0002E2G24,3.0,3.0
3722,2013-01-18-00,B000CCJP4I,4.0,4.0
3723,2013-01-18-00,B000ZJTPLG,5.0,5.0
3724,2013-01-18-00,B001FB5Z44,5.0,5.0
3725,2013-01-18-00,B005A09I7Q,5.0,5.0
3726,2013-01-19-00,B0002CZV46,5.0,5.0
3727,2013-01-19-00,B000ULAP4U,5.0,5.0
3728,2013-01-19-00,B0016MJ1T2,5.0,5.0
3729,2013-01-19-00,B001W99HE8,5.0,5.0
3730,2013-01-19-00,B00389KMQM,5.0,5.0
3731,2013-01-19-00,B005PNXT6E,5.0,5.0
3732,2013-01-20-00,B0002D01PY,5.0,5.0
3733,2013-01-20-00,B0002GMGYA,5.0,5.0
3734,2013-01-20-00,B0002M6CVC,5.0,5.0
3735,2013-01-20-00,B0009G1E0K,4.0,4.0
3736,2013-01-20-00,B000BUDO48,5.0,5.0
3737,2013-01-20-00,B0016ZZKJO,5.0,5.0
3738,2013-01-20-00,B001MSS6CS,5.0,5.0
3739,2013-01-20-00,B001PGXHX0,5.0,5.0
3740,2013-01-20-00,B001PGXKC8,5.0,5.0
3741,2013-01-20-00,B005PGGU9O,5.0,5.0
3742,2013-01-20-00,B0087UPSLQ,4.0,4.0
3743,2013-01-21-00,B000068NW5,4.0,4.0
3744,2013-01-21-00,B0002CZVXM,5.0,5.0
3745,2013-01-21-00,B0002GLDQM,5.0,5.0
3746,2013-01-21-00,B0009G1E0K,5.0,5.0
3747,2013-01-21-00,B001U5PCFM,3.0,3.0
3748,2013-01-21-00,B001W99HE8,5.0,5.0
3749,2013-01-21-00,B0038O9NLM,3.0,3.0
3750,2013-01-22-00,B0002CZVXM,3.0,3.0
3751,2013-01-22-00,B0002D0L40,3.0,3.0
3752,2013-01-22-00,B0002E1G5C,5.0,5.0
3753,2013-01-22-00,B0002F77B8,5.0,5.0
3754,2013-01-22-00,B0002IHP0S,5.0,5.0
3755,2013-01-22-00,B0002II6V0,5.0,5.0
3756,2013-01-22-00,B0002KZE7C,5.0,5.0
3757,2013-01-22-00,B0002OOMU8,4.0,4.0
3758,2013-01-22-00,B0002Y6BJI,3.0,3.0
3759,2013-01-22-00,B0006OHVK2,5.0,5.0
3760,2013-01-22-00,B000B6FBA2,5.0,5.0
3761,2013-01-22-00,B000KIPTE4,4.0,4.0
3762,2013-01-22-00,B000OR2QX8,5.0,5.0
3763,2013-01-22-00,B000RN53LQ,5.0,5.0
3764,2013-01-22-00,B000RNB720,5.0,5.0
3765,2013-01-22-00,B000UF3SEA,5.0,5.0
3766,2013-01-22-00,B000Y30NAA,3.0,3.0
3767,2013-01-22-00,B000Y35C8S,3.0,3.0
3768,2013-01-22-00,B0010SHU18,5.0,5.0
3769,2013-01-22-00,B0016ZZKJO,5.0,5.0
3770,2013-01-22-00,B001J5RYXQ,3.0,3.0
3771,2013-01-22-00,B001LJUVO4,5.0,5.0
3772,2013-01-22-00,B001MMYVZU,2.0,2.0
3773,2013-01-22-00,B001PGXKC8,5.0,5.0
3774,2013-01-22-00,B0026RB0G8,3.0,3.0
3775,2013-01-22-00,B002B8EWVW,5.0,5.0
3776,2013-01-22-00,B002DC8OE2,2.0,2.0
3777,2013-01-22-00,B002EWV8IU,5.0,5.0
3778,2013-01-22-00,B002QJVTNA,2.0,2.0
3779,2013-01-22-00,B00389KMQM,5.0,5.0
3780,2013-01-22-00,B003AYC1SM,5.0,5.0
3781,2013-01-22-00,B003AYPT8G,5.0,5.0
3782,2013-01-22-00,B003BGO2OK,5.0,5.0
3783,2013-01-22-00,B003VWKPHC,4.0,4.0
3784,2013-01-22-00,B004OU2IQG,3.0,3.0
3785,2013-01-22-00,B004TQJ174,4.0,4.0
3786,2013-01-22-00,B006X735PQ,5.0,5.0
3787,2013-01-22-00,B0087UPSLQ,5.0,5.0
3788,2013-01-22-00,B008BPI2HE,5.0,5.0
3789,2013-01-22-00,B00923G9Q0,5.0,5.0
3790,2013-01-23-00,B0002CZVWS,3.0,3.0
3791,2013-01-23-00,B0002DV6RQ,5.0,5.0
3792,2013-01-23-00,B0002E3CHC,5.0,5.0
3793,2013-01-23-00,B0002GZBNS,3.0,3.0
3794,2013-01-23-00,B0002MJTZ8,5.0,5.0
3795,2013-01-23-00,B000RXPN02,5.0,5.0
3796,2013-01-23-00,B00191WVF6,5.0,5.0
3797,2013-01-23-00,B001EZIEVW,5.0,5.0
3798,2013-01-23-00,B001FB5Z8K,5.0,5.0
3799,2013-01-23-00,B001PGXHX0,5.0,5.0
3800,2013-01-23-00,B004XNK7AI,4.0,4.0
3801,2013-01-23-00,B005VLR6XC,5.0,5.0
3802,2013-01-23-00,B008BPI2HE,5.0,5.0
3803,2013-01-24-00,B000EENH5W,3.0,3.0
3804,2013-01-24-00,B000T517Y4,5.0,5.0
3805,2013-01-24-00,B0040O49OU,5.0,5.0
3806,2013-01-24-00,B008BPI2HE,5.0,5.0
3807,2013-01-25-00,B000068NW5,4.0,4.0
3808,2013-01-25-00,B0002D0CQC,5.0,5.0
3809,2013-01-25-00,B0002E1H9W,5.0,5.0
3810,2013-01-25-00,B0002E3CHC,5.0,5.0
3811,2013-01-25-00,B0002GZTT4,5.0,5.0
3812,2013-01-25-00,B00074WFO8,5.0,5.0
3813,2013-01-25-00,B0007WQZGY,5.0,5.0
3814,2013-01-25-00,B0009G1E0K,5.0,5.0
3815,2013-01-25-00,B001M59AS0,5.0,5.0
3816,2013-01-25-00,B001PGXKC8,3.0,3.0
3817,2013-01-25-00,B002KDHBRU,4.0,4.0
